0.633795,0.257282,0.082401,0.021137,0.004455,0.000791,0.000121,0.000016,0.000002,0.000000
0.514564,0.284033,0.134754,0.049038,0.013808,0.003115,0.000582,0.000092,0.000013,0.000002
0.329603,0.269508,0.217307,0.120097,0.046357,0.013390,0.003058,0.000575,0.000092,0.000014
0.169095,0.196150,0.240193,0.211946,0.119260,0.046243,0.013376,0.003057,0.000577,0.000102
0.071284,0.110465,0.185428,0.238519,0.211718,0.119233,0.046241,0.013381,0.003078,0.000652
0.025309,0.049839,0.107117,0.184973,0.238465,0.211715,0.119243,0.046284,0.013530,0.003525
0.007728,0.018613,0.048929,0.107009,0.184966,0.238485,0.211799,0.119541,0.047178,0.015752
0.002065,0.005909,0.018397,0.048915,0.107049,0.185135,0.239081,0.213587,0.123984,0.055879
0.000490,0.001631,0.005880,0.018477,0.049255,0.108241,0.188711,0.247967,0.230989,0.148359
0.000113,0.000434,0.001791,0.006559,0.020860,0.056405,0.126013,0.223515,0.296718,0.267591
