98572.434136,655826.389696,872165.773901,-276070.945604,-5604.160830,-48698.724394,180625.482867,-85736.822563,16544.979752,5722.615667
-123847.426683,-837532.272402,-3076806.873736,95618.614191,1269739.983931,1011360.295377,-508035.350072,115410.018353,-314770.713366,-31058.945534
-2541322.168308,-13469170.055500,3617492.643912,7232970.976420,1565947.519111,-3237814.570563,1598771.022961,-924518.025754,-254084.680528,122470.767009
2492834.243701,1773164.075382,-5124092.948375,-220320.753719,-1005300.362506,9079804.541094,1266248.283423,-482616.888328,-1091566.419542,-324231.868870
-8524664.441358,-5481927.558437,-27744289.925022,-4134166.619869,37274633.899833,13320218.827312,-1571433.668416,510617.547106,1494876.796220,206152.546067
13412165.586546,-3651768.620274,-10827307.325312,3327605.683028,-26944496.228292,-17267514.317137,-14059569.287272,-2275636.937607,-1638986.079967,-493140.757718
29110332.311141,23764400.183444,61421376.363483,47099381.531720,-13741295.111159,-40817062.524139,-5080006.756356,433179.649846,-3379239.367777,-742851.908382
12963012.169228,-2293298.806622,-23777114.144678,-16718850.401229,-5942348.848253,-20370707.846773,-15760115.245629,-4363485.415042,-6671793.429416,397195.032652
-11079569.394901,-20108847.351237,-35897609.677987,-14540378.488221,10761820.259174,19383923.098203,-5904806.583357,-6961022.359837,-2565268.311419,431938.671917
332341.945323,8136000.105160,10721306.045385,-6988028.721514,-15497408.141013,2669097.194131,-2680602.186008,-38515.378520,-1820421.649962,-780247.628376
